FID	IID	pheno_3	pheno_4	pheno_5	pheno_6	pheno_7	pheno_8	pheno_9	pheno_11	pheno_12	pheno_13	pheno_14	pheno_15	pheno_16	pheno_17	pheno_18	pheno_20	pheno_21	pheno_23	pheno_24	pheno_25	pheno_26	pheno_27	pheno_29	pheno_30	pheno_33	pheno_34	pheno_35	pheno_36	pheno_39	pheno_40	pheno_41	pheno_42	pheno_43	pheno_45	pheno_47	pheno_48	pheno_49	pheno_54	pheno_55	pheno_56	pheno_59	pheno_60	pheno_61	pheno_62	pheno_63	pheno_64	pheno_65	pheno_66	pheno_70	pheno_72
1027	1027	NA	119.565981453204	121.089873728608	123.730608053944	120.261435741298	123.283963913551	119.448529246125	119.06606971058	NA	123.62373799422	124.9043529694	125.334822509608	NA	NA	120.976731111813	123.500170328127	124.721222116235	NA	123.237475389824	121.79736831859	120.644482059103	113.700371556404	124.343754467556	NA	122.697858899265	118.086226243672	117.57963639862	NA	121.35999082573	123.283977418834	125.674381305446	NA	121.028590473561	123.643262898198	124.051121952477	119.706099081386	120.442768084058	120.209182765517	123.169114747717	121.185869745689	NA	124.428020445341	126.340057445943	121.203283582334	121.639255422299	127.551581236571	122.783767664085	122.915602613544	121.185963783837	126.402202208195
1029	1029	121.765033231404	125.161199357804	121.531018721312	123.049295008576	125.681625393975	NA	121.216383814997	122.399630146713	120.778171207381	126.789168567234	121.140967578312	123.268216416447	122.759897139382	125.89653853396	127.223547957866	124.278764511699	NA	124.453728161846	NA	NA	123.709959666219	126.825846520142	126.749078611318	125.524588850598	122.891947244393	121.333191710593	NA	119.509473866014	NA	122.525885735466	130.780533206467	124.495502351716	118.160081695886	122.228437151143	124.388993627903	125.200013118523	126.121429131701	121.267164350379	126.014883919115	126.274701096145	125.212171341711	122.46919627042	119.923458873909	123.053781071849	119.335706971758	NA	119.499631997743	NA	121.581931707842	NA
1031	1031	NA	108.089186993694	109.925032729246	106.111050533872	97.6589376315604	NA	106.067969175879	103.97735169856	103.034305435558	101.049715614989	109.513998576096	NA	106.473722943374	NA	104.623694149954	112.283039146724	106.963296185892	104.833129555	102.068936484337	104.422465089989	NA	107.049380086317	105.558261839564	105.407196056116	109.633931773069	105.599701775442	109.089223911921	105.651422462391	NA	102.52402066629	NA	104.561114789546	106.848793650804	106.078443277568	108.018260757615	104.519541370649	102.526974787951	103.674976675754	104.438129633389	NA	105.34357917209	102.770398030865	NA	109.690709814413	107.111265358694	101.379633745165	102.248753548391	106.777988638068	NA	105.264089558493
1032	1032	111.943702777083	117.023228048766	109.921688558719	116.736139393216	NA	109.538869009581	NA	113.137023296378	118.70301422565	117.172689080495	118.012990387367	111.862192750981	112.342816495477	109.410454464263	116.919185764051	116.60463396247	115.936530485423	115.055472032997	113.03977903154	109.161540763129	117.933731518079	117.696618095493	109.255990658269	121.911499853875	118.399912810747	NA	117.361202135223	NA	NA	109.163639202323	113.302717264402	121.412832227587	114.260107940818	113.713285977339	110.936898565036	116.948573004723	112.122931240484	117.655237292072	114.919022327659	115.320565237652	118.680635423384	116.770783557049	119.908718191051	114.706209895026	NA	115.939977354577	120.617466875769	110.502914615847	115.745627092483	114.258711449962
1033	1033	129.030014105101	123.598072865603	126.581286817299	130.221146559634	122.885519782421	124.342968756267	121.897484410747	124.345367343877	127.174212601758	119.76516211053	121.969486655142	128.088357202033	121.240384883106	126.468506594569	126.925959562078	118.613626190165	128.488626355293	124.017126095767	123.58048130083	NA	129.65786670756	132.33503009888	127.071120992934	130.039524616563	130.866169769875	128.061679270947	127.354240052182	127.087546343547	128.093267334246	126.15336369558	126.281558872258	128.87965735348	123.875206919226	NA	126.180513378324	127.804695886787	124.109456992238	NA	125.547719847015	123.355147933597	124.361470989175	125.175129701842	126.503508286266	NA	NA	NA	NA	123.908698941734	117.251439983756	126.074084195773
1034	1034	115.211045863202	NA	111.060482523528	112.948081203345	114.049968405072	114.72045747504	118.391459152505	113.28050813816	117.272959410023	110.911945669317	116.859438736256	112.798099697563	107.874674718957	113.14283336346	119.261024176269	116.438913793559	115.512392651979	112.948749560965	108.272239842402	112.092365873364	NA	112.681906574995	112.37821797983	107.407582228959	113.889274706832	118.772924778145	114.479356046673	NA	112.066814532022	117.641409745207	107.441265804619	111.242828798965	112.137422239573	114.689966912462	116.817984545438	NA	118.071698395494	114.111785202131	112.831346607767	109.137821127807	105.187345341994	116.082691685011	115.472419955099	117.269693388954	113.328351336635	109.788759098109	112.000615668778	114.677074075014	110.625961327007	109.329798096173
1035	1035	116.245072939474	107.716324660616	105.564377076976	115.090666882833	NA	NA	107.363793594012	113.273017393282	NA	108.034286577194	116.070802043865	NA	109.152646881113	110.457338883957	114.040985514039	110.1592385644	103.064821626433	111.168287466326	109.301529452858	112.126530927466	103.173349648218	112.750393588178	112.342092838554	111.709551992831	114.06795657176	114.661468831435	105.964357698534	111.046816602898	108.089433998766	112.39964997644	NA	118.777896253768	108.242539358944	113.297996755629	116.811144794078	110.605731875937	102.756832127077	110.373621107686	107.241126927181	NA	109.793273848345	109.834171820692	109.673074087987	109.311882588036	113.659358820617	108.318385486833	109.199641683796	110.428225129521	110.525728956281	106.53049660488
1036	1036	117.186601980143	122.539776811312	121.528854260289	123.417381249218	120.391652983899	115.729010897966	NA	117.114313898864	121.305589666347	117.253194874664	113.930571926583	107.394300729209	120.659568467376	117.468752450867	116.477574183578	120.716431433135	117.92096032571	NA	121.153284284439	116.466546759468	NA	118.049744669044	121.158174792566	118.320883955447	120.709355781456	115.316090445929	NA	118.587563847003	121.897240106255	124.815824206828	NA	125.314292941119	120.411369207989	118.506193730866	119.136181704751	118.014724660378	119.867109122692	NA	NA	NA	116.136197181886	119.681521579996	119.275351866859	122.269739152839	114.468680415949	117.03583899679	118.19485312439	117.097652762281	118.320006730992	NA
1037	1037	119.652216682347	117.206124020625	121.253642751552	118.895560591267	117.867299571047	120.682911288393	124.257309408957	117.064045613367	NA	114.08000548177	119.480140540714	NA	119.14357211366	124.912167104478	123.601731501375	122.286946391273	117.395718444487	120.290745621561	NA	NA	120.662649871071	119.933237134684	121.955193157843	115.9622418319	114.183364896042	114.485317367449	119.489981561761	125.549540851327	119.580224583607	117.358536050939	NA	NA	122.9023493673	120.290139790443	116.326896649701	124.110338444146	121.814468733034	120.087183240394	123.180607377952	NA	112.662307747959	113.549164611875	120.215294869919	113.026669135616	NA	115.563089448282	120.675204056548	119.054145627109	NA	122.960298408523
1041	1041	121.823412652639	122.352329409638	124.018441438514	116.409012727676	121.693323337301	NA	121.943602538008	120.720935829233	122.250836940462	126.520448499928	119.151397324078	121.043530748796	124.401710763683	123.591144103862	116.224563714657	122.56282575103	121.929625770524	121.784576754278	117.5976373622	NA	119.60034673538	123.654813598008	120.723178434579	120.195405359119	117.482010171327	122.006261603176	116.565448920847	123.059238912342	NA	117.876177557502	NA	113.984086211398	118.091821976802	119.868141293361	118.562640463224	117.469755238973	122.005877492947	115.281197466285	120.132127227101	119.668740545371	122.755325099692	120.898754287883	NA	123.312110868074	119.789023312654	117.254827615307	119.614848503567	122.055430234782	NA	118.854291678944
1042	1042	116.590785047381	118.271671228182	116.699073469573	NA	118.49668004915	111.618167769222	117.162011160306	112.410504769899	119.766903180665	115.597274967713	118.100278850509	114.258982504574	111.215732815116	121.089072048903	NA	110.53766066536	121.343945766143	111.493203284902	116.800822669709	113.876251438536	115.314777872485	111.916928805796	120.37560527266	118.074482816985	115.063459073885	121.815483008292	113.162735536901	119.485194907607	113.405934984907	116.395655261634	116.842718909057	118.449796377727	115.64648257851	112.166498498878	113.489067569575	114.293408625769	121.565826897355	NA	NA	NA	NA	106.125374425051	109.032754637552	105.548486293637	NA	112.658466676794	112.610285905441	107.002368318348	112.065370862078	118.726446233947
1043	1043	121.20147970032	123.801051806331	117.622480509827	119.854111393769	114.117995338383	121.196422639471	120.77199816621	126.171038414259	122.296252098073	116.492903875242	121.706475733023	117.034853840251	119.583856408158	NA	120.72167071486	118.289270209823	122.321221373292	123.446352381545	121.067383418639	122.748380353369	121.722928807113	123.039676734254	NA	125.975400682638	121.685021420748	127.37344656619	119.007651731732	131.570126500706	125.910351198645	119.925584647924	120.26478439309	NA	118.913049319454	121.473310661924	120.330824693026	118.395751556843	126.961328984105	113.759652117911	118.983538929216	119.123560810454	120.296507700692	118.337301336081	NA	128.68844066292	NA	124.46918143281	119.496802818301	125.964529513208	NA	123.305255457008
1044	1044	133.466793223264	127.530719021234	123.862205537105	128.75322242407	128.886491063303	125.692820289514	133.006861804689	123.708196022268	137.098430183841	128.723663913387	131.05277518024	133.676243927005	131.14244159927	126.879566409845	129.86167573504	NA	NA	127.890746613647	126.249318772004	126.503743065138	131.038224327784	129.311638808824	129.09043717426	129.613017401535	131.841139881443	129.266840211681	122.082655330899	128.817879130423	135.213508709948	129.856809288402	135.37752581784	122.756257857864	126.944760943597	127.313298882082	131.479061434622	129.802107292043	NA	128.500966039838	126.956275522994	130.785309095247	129.612410398473	128.617425093228	NA	124.530443996905	NA	131.88554910218	127.013280506267	128.518767511531	134.360376211153	134.367607183363
1045	1045	122.250116122913	NA	118.1047272305	118.649479993863	114.694348482107	116.323701098939	118.873956810724	114.848012866837	119.635389873813	123.611718604749	118.624658806899	114.453065627951	112.467705364337	119.503247914936	122.296628496719	112.766210101025	118.243728441744	115.4196578651	118.292594924591	126.078563027803	107.374145743372	121.177914651044	117.056137024592	118.176240515982	118.670577462888	112.701371156552	112.399964702145	115.14988528854	109.60572393992	118.462590880871	NA	117.17759367729	118.745197024202	117.600320295075	113.282517362244	NA	112.548149039374	117.076295331696	110.609717535358	NA	NA	117.724560317881	116.903715478813	117.670466613945	113.149697952495	112.802407086227	117.693343652551	119.379995188245	121.788090283758	115.189542323555
1046	1046	114.227282401023	108.928010484211	118.197242027614	113.010821608824	114.932700346883	113.372275236359	106.050829907844	111.555508603904	114.121815953577	115.379235906082	112.319356966716	109.93337238161	NA	108.420962058654	114.908741119268	108.197954695559	NA	109.394679674281	NA	113.093288097905	NA	117.322438146393	103.51073776443	110.415228381243	112.484317007067	112.087456771436	113.08642658325	118.423921766761	109.914578362321	111.151273971725	114.076558813997	109.507740722684	112.546863696256	109.831178174041	110.613185209042	109.931121731389	113.716308809649	112.17689219784	102.955090159758	114.27222020324	110.932844616342	116.822974502782	107.102180674495	112.047375871752	114.604271439379	110.755395475453	111.306152489964	110.53026165477	NA	107.561860808755
1048	1048	119.887211244134	113.707940753233	114.176143199319	117.118630607801	NA	NA	117.367859739452	119.395459136046	119.836269174946	116.642325081725	110.674166277893	116.008444950815	113.097213448375	115.250395026473	116.288299586269	114.498361385153	117.074833086275	112.632929393766	113.828344022207	NA	109.94606823928	118.233552175236	NA	112.686697981607	NA	111.962925883282	117.661502258484	116.744706373472	119.708391039699	115.20304789578	118.249538905789	116.57228223675	115.096684085088	115.009685117808	118.674923029344	114.087959823136	113.931914156197	118.287981230036	113.613952263388	NA	114.052852270089	118.728722165248	116.712373153539	111.823967288586	115.372501740529	NA	116.541056234592	119.66511346991	108.454347485344	112.987354676834
1049	1049	113.010553052228	114.975994883497	NA	NA	121.326767698351	110.549434077886	113.922589422821	117.940872694601	110.609703537351	111.527065603191	113.638818468214	120.856214794165	117.117686373057	114.895467677569	117.550413141909	109.506035963555	114.491167385182	109.991959846615	112.354343222455	116.642002715149	119.963432912868	113.840988078146	115.592162661551	118.44652179866	112.097372071618	110.578781221875	NA	113.565426452675	118.143826290329	115.220108467994	NA	113.911063589799	116.857574289247	120.212517884364	120.089280014313	113.011498807902	NA	NA	116.889710628049	NA	118.889191126297	108.036983103871	116.055023340801	118.653201672397	NA	115.220749532085	114.557521365343	119.298844319986	112.981180575773	115.819718403262
1051	1051	111.245496367264	115.358766272853	116.248553085131	NA	116.784952871046	117.27270432174	116.507717985941	NA	NA	124.344086947806	115.937731981588	115.367164951055	120.017925576183	117.041761503427	117.930661852286	116.667976533957	115.60142941136	116.969592277215	118.591443904427	NA	117.04798617007	111.719420392085	120.949796695376	116.622503864492	114.21114400454	115.58703455088	NA	117.39755740631	118.983065307918	119.02842625583	114.705137694692	109.69917009453	119.883704865531	NA	113.346437043405	123.957062050447	124.376281584539	115.486983336773	118.627289609271	113.556001300508	119.066421851211	122.866791695625	NA	110.927916025348	115.479092776693	117.94352290695	117.798774254298	117.721249114841	123.408428203124	116.570434026748
1053	1053	NA	127.223059305635	119.394000558751	132.337138727725	120.706424939139	126.827659134201	126.287995892526	125.525322408249	121.52516148429	130.338917717937	122.416033385355	126.025382130712	126.489923506238	127.988252195366	124.428274229651	124.326458979635	121.930534133315	124.356511024601	121.091270222253	124.239967044854	126.152017655115	123.167611902655	130.270886962544	121.097545011758	120.295718603101	126.353998208365	121.806456046632	124.59992220591	125.872568848917	126.154344285509	122.152926490195	NA	121.507945638625	125.313367153312	119.998577813549	126.397323001386	130.71980251062	121.67588186655	124.299072691279	NA	NA	119.380122519964	120.916790681266	117.389957474422	120.646073718018	120.405622008914	NA	123.270422308641	127.257763526318	126.41032214595
1054	1054	112.343791176802	126.499720994023	114.763939511777	NA	102.979164218139	118.828483814604	110.881973654613	120.975564144044	118.882538944699	124.257626200685	119.117759426848	110.291943867589	116.295061561334	117.292636804206	113.45435401651	118.412004530529	112.425006030483	NA	114.720357992436	119.461677080449	111.691438061907	111.043408139545	116.018114230892	111.950596399429	117.319868199345	118.283301123338	119.5947990836	119.393230021439	119.316937795368	113.061404634578	116.087964697704	110.55760799753	120.105444894895	116.369401707093	113.925029289333	118.611460854193	118.522412498818	117.038530022855	NA	117.752968937279	120.590367593569	118.691147911925	116.214414622853	120.19144308113	118.120173246638	114.343038429972	110.45334400743	118.675182793336	115.02289574362	115.812706627304
1055	1055	112.949909158956	115.660397794527	109.879916200472	NA	109.015735693273	113.6499301125	122.474546182026	108.609702453967	112.43688983459	116.932910943086	108.673311484113	NA	114.928463029598	114.678650780998	115.564848828857	116.797775030488	107.851550242703	113.275805849068	NA	117.651731333859	117.235946587057	119.184954474401	115.659390721209	115.145166900591	114.165131975849	113.293854069583	114.033128931447	113.022829259702	113.454494801494	112.248912970685	108.896091561934	113.152248598371	109.839728095344	116.20182575155	113.387382869574	107.402407521387	111.273001277279	112.047894214928	112.265659619356	111.035473198945	111.397388198276	116.469937043578	112.609260463993	110.880484435733	114.161617193578	117.585443478964	113.740738715268	105.261374451657	NA	113.48923426443
1056	1056	NA	121.204352744121	118.779026882583	121.320609129253	127.305545462934	118.99162854033	NA	123.982994551766	122.720768445221	123.779708178463	NA	NA	121.93492249684	119.667953835056	128.04539442718	NA	NA	125.353625046667	127.456523611681	120.844659384792	120.00209891801	122.811642770686	124.506441103877	127.090888961784	121.996221410237	121.611954714445	127.214019852124	128.156233145953	NA	120.56850511147	NA	NA	119.535803357775	NA	121.074625955205	122.813599612184	121.08849229034	118.943358125388	122.389320310997	121.980262534955	118.208903661213	122.996627541271	121.034767937572	123.604572286673	120.156413090804	124.960973749347	122.109922976088	121.77160822647	122.02259423298	123.895194179005
1057	1057	121.743297431936	125.028305861972	117.436988984953	114.964973536949	114.748986036591	125.337842456796	109.978737866396	118.567029235628	118.445257642823	122.388813365285	117.569673190242	117.621738322246	120.319307225087	120.71638965026	111.425013161979	114.747280799985	121.206894788952	NA	114.229423998769	120.036016805844	118.868662758648	120.85784440601	117.446483717899	116.910951104692	116.068525231247	118.473441676626	116.390227195036	121.82472128615	118.749699659692	117.164918579276	118.956790019536	121.916744910025	119.359244773518	112.000872792264	116.85849352632	114.917342316164	113.965531581403	116.965133077151	124.002818781569	NA	114.836887905411	NA	122.314189347127	119.866530049857	111.807506863826	120.37438235726	121.407769396863	117.704968886311	117.368095157042	113.06904224091
1058	1058	132.305767237935	127.599491541337	NA	128.030130027092	123.360468073527	129.233906510286	133.176807799392	123.538491391349	121.471331840211	126.592034625626	127.902041682964	126.738256377186	125.1333540464	118.611647028795	119.331396511365	127.702809725381	125.553656108611	129.316429019107	NA	NA	NA	126.181436798224	NA	125.854072797875	125.768857094495	NA	132.095313775386	129.061653647909	124.956796318721	126.405123256506	121.77773266294	130.074815253134	126.106880988277	NA	126.525533980107	130.557180595721	128.703897845546	129.017850483906	125.295840819164	NA	134.551945532816	128.17167644486	129.722500416506	129.464171462052	126.926763814846	125.589878691067	129.137058480845	126.341445582255	127.614637743697	123.033703600412
1059	1059	NA	102.387759016173	103.393602716243	NA	107.283354576143	104.406123577884	NA	108.492785794927	103.975521920664	109.786037679106	104.220993143859	105.306509551895	107.848863634802	107.516080922942	NA	108.360063383221	NA	103.414014291431	NA	105.415940180429	108.959950408457	101.898687555514	107.002841761662	108.585547661276	108.631974291811	103.298535228522	101.572201486574	NA	105.06424604968	108.458518563142	103.964014440679	106.854071970735	104.716208729109	108.869128471257	106.869439033752	107.098213235573	107.898613285278	105.522487046967	109.500784088635	116.283488256801	109.335023447651	108.008464880149	108.304546675106	110.081687933622	NA	NA	107.191889215418	108.448971642218	103.211315361569	107.769313870276
1060	1060	118.46907687676	114.910505304216	109.505445175757	109.369248653384	113.948790989626	119.209985285138	116.662079777937	114.138714862771	NA	111.60479560421	120.084459941379	118.769114664008	110.201483085887	110.460322821817	118.485067618357	110.873388249971	114.829114324172	NA	118.19126631262	119.764303334044	110.584220791812	109.799188388904	115.827373259836	113.307421286135	NA	112.27363671413	114.859078502944	110.505326189365	114.161617711158	116.705391752365	NA	NA	112.848689190422	118.919150167683	112.182347545622	112.53522586725	119.253262859296	116.210314674565	114.529145028835	115.428468526983	112.780684561999	112.369823753818	106.284450571621	NA	112.120934438261	109.379990695835	116.50269100837	115.414801548489	113.488125488717	110.43436147672
1063	1063	NA	123.781007356452	132.635836748017	123.912960706461	123.68374011736	133.579780486339	NA	130.692635090577	126.228074979686	127.721241331273	124.902458013465	117.249978533845	131.956785999376	121.125955982157	125.614457055972	NA	124.107315961444	128.933151414749	127.782517418386	122.725265956855	NA	125.589564658724	125.193194852309	122.565556321849	125.412401601798	124.577337731672	NA	129.223937497486	122.41881284033	133.34831729092	122.698199145285	133.11850731847	126.410085708786	126.872480077296	134.701326561057	119.578918620066	127.583700456955	130.031364460676	126.551833598987	126.290276072797	123.214931602836	129.986385671248	121.739049385839	129.590128950536	NA	124.943197028968	124.443489780088	124.485751775907	127.008981203764	120.216139331267
1064	1064	NA	114.026527424721	113.329591621909	117.912503851813	106.843933808472	112.590726821459	110.805899839361	111.502752265543	NA	108.838951002643	111.194896918297	NA	116.53595131656	118.090826746563	106.185010846365	NA	NA	111.243924357087	117.042015396629	113.84681810506	108.051712628133	NA	NA	112.097540483265	119.284028562472	110.9818619981	109.596512803144	NA	115.088423844805	116.450095290849	NA	NA	110.998062975425	116.180524716206	114.659245807721	111.95535186851	114.430914442262	108.251066327743	109.978238828245	NA	109.475985190931	111.733458401196	113.220382278903	115.395632558578	105.311266489234	115.908868021047	NA	NA	NA	111.107364977682
1065	1065	118.952702011411	119.589469674087	122.885465125581	119.945850528728	118.461736549986	119.379516560248	128.322801852321	123.671525637632	125.650457119608	121.833507489521	120.702867942343	122.840724579142	122.962935400239	125.267632152387	117.363699496519	119.176186894096	121.860107168939	128.536964727451	NA	NA	126.416511697956	126.767646831373	121.95729081106	NA	117.181758473573	116.899988570733	117.684598631823	118.045549107432	120.465388697767	118.171476279599	123.539161916008	122.35938526853	123.871473726273	122.068637905944	124.348402876478	121.18236798766	124.666139771754	117.614747443696	117.378774412611	120.499542867372	126.725173103433	122.817559467096	120.460184161133	118.617516400822	122.703142048268	NA	117.949104946646	121.689660384714	118.558934409329	123.844078056088
1066	1066	110.642344533002	111.33576628561	110.888522113652	117.907654762309	113.963445892121	109.577150643271	104.573332552948	110.008688129452	108.749983598988	107.555064681804	NA	110.861699549311	109.445103061429	104.425800076786	108.780313106319	107.506388558794	106.565937487045	112.726589993051	107.153396108059	111.066677921038	103.827362707931	108.550834625624	111.193494601934	108.16921383122	111.619073131655	NA	107.202934538329	113.418133231339	109.330475489129	109.781375308104	107.37732377304	106.849645122237	NA	106.664760064657	112.958305348355	NA	105.475182945642	113.233168543343	111.908643486023	113.305814679912	NA	114.589730504448	NA	105.646447416854	110.602924069386	110.150420488926	109.411710146752	109.905322902026	103.803736439262	110.131245657266
1067	1067	107.27450742051	108.541773231513	103.050772806904	105.191237926996	101.311418527501	108.437156773047	NA	111.785187079253	106.004071319087	107.287139479149	102.732327004833	105.113892774969	104.053444627869	110.12534476883	106.714333403981	105.40190273771	NA	108.082055561328	NA	108.039677098978	111.498026047462	106.798080412708	109.183472859697	102.86003019894	107.514611738576	113.164387735778	101.280892628754	110.116094086476	NA	105.378219309992	NA	107.810776673601	102.801855497821	107.451346229573	103.399557284281	NA	107.049089157616	109.046276851436	112.380415483359	114.678142010905	106.40650252623	103.966081518807	108.829083574544	106.774698653787	NA	106.467111870128	105.698764001621	NA	109.704050907155	101.528831695963
1068	1068	106.807257043172	113.297476457676	110.845809844897	108.927377220321	NA	112.787338497713	108.424835463096	110.999679486297	110.006252730325	109.933765822944	109.618027346768	110.525892764711	110.272947003494	NA	111.267468742344	104.471760263206	NA	113.257049845101	108.931929859543	107.459659318335	104.758350957909	109.758728230309	109.003874921129	118.396237308942	NA	113.34358768794	NA	114.439045634721	NA	115.833757843481	117.063602780953	114.18120115676	110.037346880703	108.727915344972	111.367750114612	115.23480843979	111.095561971728	116.487356632787	111.142972202309	111.598324729509	114.675842030558	108.475018939086	109.626199839574	106.600640670753	116.280715333944	114.749675552213	105.340192578839	107.50436784593	107.773145663804	NA
1069	1069	128.770231477416	126.155231246797	129.732246055683	131.494667650447	NA	128.852238178298	130.501402345071	125.664860805213	123.987812639182	125.276320520581	133.676585120705	NA	135.007538594852	124.663431856848	125.229134590361	NA	NA	127.980524948025	120.250554921289	127.629810492299	125.501676337206	NA	120.601326718398	127.009997499995	122.684188049375	122.150072908069	NA	122.706786046752	124.082129519235	130.789428651748	121.915957992121	NA	127.923385118058	NA	129.471836511589	123.390154292138	125.531806652984	NA	124.269694694882	NA	NA	118.233131254504	124.784562636404	128.101473318625	123.495089761708	128.42968775181	130.560902406675	124.167337141377	123.900869774157	123.425236675201
1070	1070	126.813223859487	129.106646142438	118.385526096052	119.847533964469	124.481864270699	122.795044790039	125.547286290558	127.452584348113	124.555756685193	125.54546624593	122.762428856036	NA	124.965876354805	120.633195917688	122.960332724605	127.981936244719	119.257157109431	121.492280250017	133.559475201524	125.956897537987	128.604390382687	124.294293912162	127.262120738855	126.951914741852	125.918096982625	124.034127162833	NA	NA	121.814771532886	126.936806553386	126.167840791467	NA	124.710973276076	122.631353848305	128.314866650088	124.147612955051	130.457131650167	118.154298306341	124.190271361733	122.027986690114	127.333311943459	122.916312834689	124.609454071528	127.169649489482	123.583600705671	121.975919978989	123.77382172827	125.677374803697	120.780925459531	121.372145429699
1071	1071	118.523737744	116.299611734623	124.808872823146	116.353446674793	116.041409753646	117.828205843305	119.419077987404	120.424180114943	121.815819589725	116.732644282186	114.270358673152	114.271210442733	122.551638334799	NA	117.740878942257	112.691346702564	119.604016870568	NA	118.92945916619	NA	119.340175404632	117.553040864553	116.058798763006	122.187320569928	119.143403759453	120.059430858013	119.238950078262	117.735433488344	120.332927552401	111.577985009171	125.020785212489	117.75182953353	124.099118409955	122.76003913871	116.201564393068	121.048021435487	119.264929574194	118.769595971944	118.473179866709	NA	122.845525251363	114.36359005702	117.883197918054	119.882548897097	NA	NA	118.720733473217	122.31512904593	115.971297559188	123.01139625067
1072	1072	124.460776624903	120.225872795256	114.157224852575	115.5365809177	119.98880548477	120.308931116648	NA	116.124763061756	123.77137350093	126.152482045923	123.011718441765	NA	118.364170364791	120.8715687236	120.797862490057	118.981324434193	120.830846547551	118.462416789093	NA	120.00262462243	NA	122.064246916058	118.237660733197	121.495129460095	121.524232205819	120.945117219957	123.106169344264	121.390711552629	117.997895057942	117.001477209461	122.833044681785	120.497569869818	118.065096726382	NA	117.547825316706	120.446362064772	116.892065179323	124.903216861763	120.626512776845	119.335633429953	118.184453484149	114.44869269998	120.338176915402	117.237127658946	127.134557877096	117.137422711881	NA	118.494136662191	120.848612751175	118.996214878958
1073	1073	111.158348710659	108.995713209557	110.240338482338	110.572355954119	117.062195003531	113.730736172086	NA	108.588985207812	111.716987767879	108.639468639003	113.430776905783	111.639410757078	112.236406694885	109.450289339435	102.919724544745	112.103133387369	110.191850615159	NA	105.295013853399	118.385612019915	NA	109.847717972653	109.261203445833	115.142104644156	NA	NA	114.348236363262	111.754666790234	106.840088011942	106.190327179386	115.571465457034	100.603066086164	114.786369040757	NA	113.286876643982	116.980137142609	111.12943518848	109.358822301358	118.975434746284	113.816241753106	108.616657725072	115.548601125231	107.938661935452	110.544467248879	113.528724782005	116.937812385306	112.705946809643	113.963744245867	108.156835297597	NA
1074	1074	131.388033714269	122.196567784828	126.316739186534	131.754856082261	124.120511485552	132.064445907014	127.540604687844	125.60821183681	129.247337088281	130.179469742425	127.062926523437	NA	127.286226921936	134.639176003707	133.844169966017	130.423536268618	131.699966158671	131.165506746488	124.270286405694	129.294237516421	130.983041664846	128.544073307661	129.297798201751	NA	128.942834401299	136.072248770142	NA	NA	126.1929280796	128.824264276025	NA	NA	NA	128.425025794063	136.622199597975	NA	128.576123309124	139.415732842586	128.950440277256	129.12956090704	136.423351869759	133.940367572273	129.941996966985	131.113683898493	126.139204541446	133.898032096846	NA	129.694046220294	128.509207510442	126.02961885003
1075	1075	110.958871275642	114.234592152778	NA	113.802460759679	109.096181401801	115.055687124574	113.926253490708	NA	109.084273421206	111.165997197322	112.610258905076	111.866656807709	107.94125010296	106.727303880142	114.500765805866	112.876655003186	112.862235957883	109.441008153908	118.822076586048	NA	NA	113.026458607973	106.931873861845	NA	109.272882337702	NA	110.163901709038	110.452710956622	113.595721565556	106.95604355482	114.537523275613	114.420900142658	NA	118.275318272273	111.033145986288	NA	114.674089260599	109.444294623926	110.217877340263	110.911250273495	106.754912611179	108.148306190258	NA	113.660253397466	NA	112.312832728645	117.570443554023	112.216316311172	116.270323308657	112.057637732359
1076	1076	121.34733504479	123.266435459569	122.389727396756	124.856209404871	NA	117.262133521515	116.343355905021	121.043957991204	121.245115631022	124.507814888614	117.87904096593	119.453923086085	119.003580351484	118.050820130323	123.742129660617	122.094987475778	NA	123.346400940923	120.277705598972	119.177609849226	122.188922761267	119.784594322394	122.54097192751	122.779441015686	120.031450246569	127.61318593375	NA	120.281985392593	122.836834548534	123.150209762159	121.408155297226	120.175347634924	120.5792113641	NA	120.623162266633	124.370999606907	NA	123.554124969258	120.721190027309	125.500601888039	124.076590301378	124.805271856901	124.298438994897	NA	122.591060844429	NA	NA	114.590590787534	118.505692514343	118.854877549394
1077	1077	118.400632642399	116.493668348621	119.435440308935	114.255223597991	119.223465660493	116.03310454593	NA	118.639836710527	NA	115.332087701947	126.04640055491	NA	121.329416753436	118.215920971831	113.91210669317	117.55539801623	119.583229781604	NA	NA	NA	116.142662249635	123.207922769908	115.566255281337	113.520633073407	126.358311910313	115.964540874343	116.930317671874	122.956620836268	117.011430847405	123.574496379203	124.170359786087	118.609882951792	114.379098032411	120.287401221975	117.497915576117	119.953670071328	124.108294957668	118.860558553327	121.198647523562	125.314673848844	123.72024201923	122.064984653251	124.740951106549	120.101300876682	118.828291696968	114.845881266931	120.026562156846	118.909512255698	118.417131995217	120.974849024167
